Key,Id,English(en),Russian(ru)
ABILITY_TRAIT_JUDGMENT_S_REACH_DESC,50954907934723,Main attack radius,Радиус основной атаки
ABILITY_TRAIT_JUDGMENT_S_REACH_NAME,56850362916866,Judgment’s Reach,Размах суда
ABILITY_TRAIT_KNOWLEDGE_COLLECTOR_DESC,51255475953664,Collect range,Радиус сбора
ABILITY_TRAIT_KNOWLEDGE_COLLECTOR_NAME,56850371305474,Knowledge Collector,Собиратель знаний
ABILITY_TRAIT_KNOWLEDGE_IS_POWER_DESC,51255475953669,Increases experience gain,Повышает прирост опыта
ABILITY_TRAIT_KNOWLEDGE_IS_POWER_NAME,56850371305479,Knowledge is Power,Знание — сила
ABILITY_TRAIT_LARGER_ABILITIES_DESC,51255471759360,Increase size of all abilities,Увеличивает размер всех способностей
ABILITY_TRAIT_LARGER_ABILITIES_NAME,56850367111168,Larger Abilities,Увеличенные способности
ABILITY_TRAIT_LINGERING_PAIN_DESC,51255471759363,Increases duration of Bleed,Увеличивает длительность Кровотечения
ABILITY_TRAIT_LINGERING_PAIN_NAME,56850367111171,Lingering Pain,Затяжная боль
ABILITY_TRAIT_LONGER_BURN_DESC,50954861797381,Increases duration of Flame Wall,Увеличивает длительность Огненной стены
ABILITY_TRAIT_LONGER_BURN_NAME,56850274836483,Longer Burn,Долгое горение
ABILITY_TRAIT_MAGMA_CORE_DESC,50954882768896,Damage,Урон
ABILITY_TRAIT_MAGMA_CORE_NAME,56850308390913,Magma Core,Магмовое ядро
ABILITY_TRAIT_MIGHT_DESC,51255467565056,Increases all damage,Повышает весь урон
ABILITY_TRAIT_MIGHT_NAME,56850362916867,Might,Мощь
ABILITY_TRAIT_MORE_ORBS_DESC,50954878574593,More orbs,Больше сфер
ABILITY_TRAIT_MORE_ORBS_NAME,56850300002305,More Orbs,Больше сфер
ABILITY_TRAIT_MORE_PIERCE_DESC,50954857603075,Increases pierce count of Fireball ability,Увеличивает число пробитий способности Огненный шар
ABILITY_TRAIT_MORE_PIERCE_NAME,56850266447873,More Pierce,Больше пробитий
ABILITY_TRAIT_MORE_PROJECTILES_DESC,50954857603076,Projectile count,Число снарядов
ABILITY_TRAIT_MORE_PROJECTILES_NAME,56850266447874,More Projectiles,Больше снарядов
ABILITY_TRAIT_OPEN_WOUNDS_DESC,51255471759362,Bleed damage,Урон кровотечения
ABILITY_TRAIT_OPEN_WOUNDS_NAME,56850367111170,Open Wounds,Открытые раны
ABILITY_TRAIT_ORB_CRITICAL_CHANCE_DESC,50954878574592,Orb critical chance,Шанс крита сферы
ABILITY_TRAIT_ORB_CRITICAL_CHANCE_NAME,56850300002304,Orb Critical Chance,Шанс крита сферы
ABILITY_TRAIT_PERSISTANT_THUNDER_DESC,50954853408768,Increases duration,Увеличивает длительность
ABILITY_TRAIT_PERSISTANT_THUNDER_NAME,56850253864961,Persistant Thunder,Неугасающий гром
ABILITY_TRAIT_PIERCING_ICE_DESC,50954874380289,Increases pierce count,Увеличивает число пробитий
ABILITY_TRAIT_PIERCING_ICE_NAME,56850295808001,Piercing Ice,Пробивающий лёд
ABILITY_TRAIT_PIERCING_MISSILE_DESC,50954899546114,Pierce count,Число пробитий
ABILITY_TRAIT_PIERCING_MISSILE_NAME,56850346139649,Piercing Missile,Пробивающая ракета
ABILITY_TRAIT_PYROMANCER_S_GIFT_DESC,51255475953670,Fire damage,Огненный урон
ABILITY_TRAIT_PYROMANCER_S_GIFT_NAME,56850371305480,Pyromancer’s Gift,Дар пиромана
ABILITY_TRAIT_QUICKEN_DEATH_DESC,50954886963201,Cooldown reduction,Снижение перезарядки
ABILITY_TRAIT_QUICKEN_DEATH_NAME,56850312585219,Quicken Death,Ускоренная смерть
ABILITY_TRAIT_QUICK_REACTIONS_DESC,51255471759361,Main weapon attack speed,Скорость атаки основного оружия
ABILITY_TRAIT_QUICK_REACTIONS_NAME,56850367111169,Quick Reactions,Быстрая реакция
ABILITY_TRAIT_RAGING_THUNDER_DESC,8340062736494592,Increases damage,Повышает урон
ABILITY_TRAIT_RAGING_THUNDER_NAME,8339995275309056,Raging Thunder,Яростный гром
ABILITY_TRAIT_RAIN_OF_HAMMERS_DESC,50954903740417,Overcharge Projectile Count,Число снарядов перегрузки
ABILITY_TRAIT_RAIN_OF_HAMMERS_NAME,56850350333955,Rain of Hammers,Дождь молотов
ABILITY_TRAIT_RAPID_SHACKLES_DESC,50954891157507,Cooldown,Перезарядка
ABILITY_TRAIT_RAPID_SHACKLES_NAME,56850329362432,Rapid Shackles,Быстрые оковы
ABILITY_TRAIT_RAZOR_SKIN_DESC,51255480147972,Increases Thorns,Увеличивает Шипы
ABILITY_TRAIT_RAZOR_SKIN_NAME,56850379694080,Razor Skin,Бритвенная кожа
ABILITY_TRAIT_REACHING_CHAINS_DESC,50954891157510,Increases range,Увеличивает дальность
ABILITY_TRAIT_REACHING_CHAINS_NAME,56850329362435,Reaching Chains,Тянущиеся цепи
ABILITY_TRAIT_SACRED_FURY_DESC,50954907934721,Main attack critical damage,Критический урон основной атаки
ABILITY_TRAIT_SACRED_FURY_NAME,56850362916864,Sacred Fury,Священная ярость
ABILITY_TRAIT_SANCTIFIED_MOMENTUM_DESC,50954903740416,Overcharge Pierce Count,Число пробитий перегрузки
ABILITY_TRAIT_SANCTIFIED_MOMENTUM_NAME,56850350333954,Sanctified Momentum,Освящённый напор
ABILITY_TRAIT_SCORCHING_BLAZE_DESC,8347284845637632,Increases damage,Повышает урон
ABILITY_TRAIT_SCORCHING_BLAZE_NAME,8345516132806656,Scorching Blaze,Опаляющее пламя
ABILITY_TRAIT_SCORCHING_DESC,51255471759364,Burn damage,Урон горения
ABILITY_TRAIT_SCORCHING_NAME,56850371305472,Scorching,Опаление
ABILITY_TRAIT_SHARD_BARRAGE_DESC,50954874380290,Adds more projectiles,Добавляет больше снарядов
ABILITY_TRAIT_SHARD_BARRAGE_NAME,56850295808002,Shard Barrage,Залп осколков
ABILITY_TRAIT_SHIELD_RESERVE_DESC,51255475953668,Energy capacity,Ёмкость энергии
ABILITY_TRAIT_SHIELD_RESERVE_NAME,56850371305478,Shield Reserve,Запас щита
ABILITY_TRAIT_SPEEDY_ORBS_NAME,56850300002306,Speedy Orbs,Быстрые сферы
ABILITY_TRAIT_SPELL_DUPLICATION_DESC,51255480147971,Projectile count,Число снарядов
ABILITY_TRAIT_SPELL_DUPLICATION_NAME,56850375499784,Spell Duplication,Дублирование заклинаний
ABILITY_TRAIT_SPREADING_THUNDER_DESC,8342265278771200,Increases area size,Увеличивает размер области
ABILITY_TRAIT_SPREADING_THUNDER_NAME,8342092481835008,Spreading Thunder,Распространяющийся гром
ABILITY_TRAIT_STACKING_FIRE_DESC,50954861797382,Burning now starts with more stacks,Горение теперь начинается с большего числа стаков
ABILITY_TRAIT_STACKING_FIRE_NAME,56850274836484,Stacking Fire,Накапливающийся огонь
ABILITY_TRAIT_STAMINA_AMOUNT_DESC,2543214606147584,Life Regeneration Amount,Восстановление здоровья
ABILITY_TRAIT_STAMINA_COOLDOWN_DESC,51255475953673,Life Regeneration Cooldown,Перезарядка регена
ABILITY_TRAIT_STAMINA_NAME,56850375499777,Stamina,Стойкость
ABILITY_TRAIT_SWIFTNESS_DESC,51255480147968,Increases move speed,Увеличивает скорость передвижения
ABILITY_TRAIT_SWIFTNESS_NAME,56850375499781,Swiftness,Быстрота
ABILITY_TRAIT_UNHOLY_POWER_DESC,51255480147969,Necrotic damage,Некротический урон
ABILITY_TRAIT_UNHOLY_POWER_NAME,56850375499782,Unholy Power,Нечестивая мощь
ABILITY_TRAIT_VOLT_SURGE_DESC,8360515928600576,Increases damage,Повышает урон
ABILITY_TRAIT_VOLT_SURGE_NAME,8360261112049664,Volt Surge,Вольтовый всплеск
ABILITY_TRAIT_WALLS_OF_DEATH_DESC,50954861797380,More walls,Больше стен
ABILITY_TRAIT_WALLS_OF_DEATH_NAME,56850274836482,Walls of Death,Стены смерти
ABILITY_TRAIT_WAR_LANCE_AREA_DESC,50954895351810,War Lance pulse area,Площадь пульса Боевой пики
ABILITY_TRAIT_WAR_LANCE_AREA_NAME,56850337751040,War Lance Area,Площадь боевой пики
ABILITY_TRAIT_WAR_LANCE_DAMAGE_DESC,50954895351811,War Lance pulse damage,Урон пульса Боевой пики
ABILITY_TRAIT_WAR_LANCE_DAMAGE_NAME,56850337751041,War Lance Damage,Урон боевой пики
ABILITY_TRAIT_WAR_LANCE_PROJECTILES_DESC,5037015375536128,War Lance Collect Projectiles,Снаряды подбора Боевой пики
ABILITY_TRAIT_WAR_LANCE_PROJECTILES_NAME,5036528165183488,War Lance Projectiles,Снаряды боевой пики
ABILITY_TRAIT_WIDER_WALL_DESC,50954861797379,Increases length,Увеличивает длину
ABILITY_TRAIT_WIDER_WALL_NAME,56850274836481,Wider Wall,Шире стена
ABILITY_TRAIT_WITHERING_STRENGTH_DESC,50954886963202,Increases damage,Повышает урон
ABILITY_TRAIT_WITHERING_STRENGTH_NAME,56850312585220,Withering Strength,Иссушающая сила
ABILITY_VOID_SALVO_NAME,56850346139650,Void Salvo,Залп Пустоты
ABILITY_WAR_LANCE_DESC,50954891157511,"Throws a war lance that passes through enemies causing {0} on enemies. Lances stick in the ground, pulsing for {1} area damage. A planted lance has a {2} chance to be collectible. Collecting it releases {3} non-collectible lances.","Бросает боевую пику, проходящую сквозь врагов и вызывающую {0} у врагов. Пики втыкаются в землю, пульсируя {1} уроном по площади. Воткнутая пика имеет {2} шанс стать подбираемой. Её подбор высвобождает {3} неподбираемых пик."
ABILITY_WAR_LANCE_NAME,56850329362436,War Lance,Боевая пика
ACHIEVEMENT_ASCENSION_DESC,50954559807488,Forge a mythic item for the first time.,Впервые выкуйте мифический предмет.
ACHIEVEMENT_ASCENSION_NAME,56849863794688,Ascension,Вознесение
ACHIEVEMENT_BARBED_ASSAULT_DESC,50954501087232,Land {0} {1} projectiles on the same Boss in one cast,Попадите {0} снарядами {1} по одному и тому же Боссу за один заброс
ACHIEVEMENT_BARBED_ASSAULT_NAME,56849788297216,Barbed Assault,Зазубренный штурм
ACHIEVEMENT_BLOODBATH_DESC,50954513670144,Kill {0} enemies in a row without getting hit,"Убейте {0} врагов подряд, не получив урона"
ACHIEVEMENT_BLOODBATH_NAME,56849788297217,Bloodbath,Кровавая баня
ACHIEVEMENT_BLOODLINE_DESC,50954517864448,Strike {0} Bleeding enemies with {1} in one run,Поразите {0} кровоточащих врагов с помощью {1} за один забег
ACHIEVEMENT_BLOODLINE_NAME,56849792491520,Bloodline,Кровная линия
ACHIEVEMENT_BREATH_OF_THE_NIGHT_DESC,50954593361920,"Stand where the night is thickest, and live.","Встаньте там, где ночь гуще всего, и выживите."
ACHIEVEMENT_BREATH_OF_THE_NIGHT_NAME,56849914126339,Breath of the Night,Дыхание ночи
ACHIEVEMENT_BURN_THEM_ALL_DESC,50954517864449,Deal {0} {1} damage in a single run,Нанесите {0} {1} урона за один забег
ACHIEVEMENT_BURN_THEM_ALL_NAME,56849792491521,Burn Them All!,Сжечь их всех!
ACHIEVEMENT_CRITICAL_VOLTAGE_DESC,50954517864450,Achieve at least {0} Crit Chance before entering stage {1},Достигните хотя бы {0} шанса крита перед входом на этап {1}
ACHIEVEMENT_CRITICAL_VOLTAGE_NAME,56849796685824,Critical Voltage,Критический вольтаж
ACHIEVEMENT_CRYPT_PRINCE_DESC,50954522058752,Defeat the {0} boss,Победите босса {0}
ACHIEVEMENT_CRYPT_PRINCE_NAME,56849796685825,Crypt Prince,Принц склепа
ACHIEVEMENT_DEBT_TO_THE_DEAD_DESC,50954593361921,Give all your riches to the dead and still prevail.,Отдайте все свои богатства мёртвым и всё равно одержите верх.
ACHIEVEMENT_DEBT_TO_THE_DEAD_NAME,56849914126340,Debt to the Dead,Долг мёртвым
ACHIEVEMENT_DEMOLITION_III_DESC,50954584973312,Break {0} destructible objects in a single run.,Разрушьте {0} разрушаемых объектов за один забег.
ACHIEVEMENT_DEMOLITION_III_NAME,56849901543426,Demolition III,Снос III
ACHIEVEMENT_DEMOLITION_II_DESC,50954580779015,Break {0} destructible objects in a single run.,Разрушьте {0} разрушаемых объектов за один забег.
ACHIEVEMENT_DEMOLITION_II_NAME,56849901543425,Demolition II,Снос II
ACHIEVEMENT_DEMOLITION_IV_DESC,50954584973313,Break {0} destructible objects in a single run.,Разрушьте {0} разрушаемых объектов за один забег.
ACHIEVEMENT_DEMOLITION_IV_NAME,56849901543427,Demolition IV,Снос IV
ACHIEVEMENT_DEMOLITION_I_DESC,50954580779014,Break {0} destructible objects in a single run.,Разрушьте {0} разрушаемых объектов за один забег.
ACHIEVEMENT_DEMOLITION_I_NAME,56849901543424,Demolition I,Снос I
ACHIEVEMENT_DEMOLITION_V_DESC,50954584973314,Break {0} destructible objects in a single run.,Уничтожьте {0} разрушаемых объектов за один забег.
ACHIEVEMENT_DEMOLITION_V_NAME,56849901543428,Demolition V,Снос V
ACHIEVEMENT_DESPERATE_RICHES_DESC,50954522058753,Open {0} chests while below {1}% life within a single stage,"Откройте {0} сундуков, имея меньше {1}% здоровья, в рамках одного этапа"
ACHIEVEMENT_DESPERATE_RICHES_NAME,56849800880128,Desperate Riches,Отчаянное богатство
ACHIEVEMENT_DESTRUCTIVE_PATH_DESC,50954522058754,Destroy {0} breakable objects within {1} seconds,Уничтожьте {0} разрушаемых объектов за {1} секунд
